# Ratio Edge Case Log -- generated 2026-07-07T09:30:17
# Total KPI edge cases logged: 6487
# Total Day-13 ROCE/ROE cross-check anomalies: 2

## KPI edge cases
[ABB | 2012-12] interest_coverage_ratio: debt-free company (interest expense is zero)
[ADANIPOWER | 2014-03] pat_cagr_5yr: INSUFFICIENT
[ADANIPOWER | 2014-03] pat_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2014-03] eps_cagr_3yr: INSUFFICIENT
[ADANIPOWER | 2014-03] eps_cagr_5yr: INSUFFICIENT
[ADANIPOWER | 2014-03] eps_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2014-03] cfo_quality_score: no years with positive PAT in trailing window
[ADANIPOWER | 2015-03] interest_coverage_ratio: ICR < 1.5 (value=1.21): at risk of not covering interest
[ADANIPOWER | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[ADANIPOWER | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[ADANIPOWER | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2015-03] pat_cagr_3yr: INSUFFICIENT
[ADANIPOWER | 2015-03] pat_cagr_5yr: INSUFFICIENT
[ADANIPOWER | 2015-03] pat_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2015-03] eps_cagr_3yr: INSUFFICIENT
[ADANIPOWER | 2015-03] eps_cagr_5yr: INSUFFICIENT
[ADANIPOWER | 2015-03] eps_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2015-03] cfo_quality_score: no years with positive PAT in trailing window
[ADANIPOWER | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[ADANIPOWER | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2016-03] pat_cagr_3yr: TURNAROUND
[ADANIPOWER | 2016-03] pat_cagr_5yr: INSUFFICIENT
[ADANIPOWER | 2016-03] pat_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2016-03] eps_cagr_3yr: TURNAROUND
[ADANIPOWER | 2016-03] eps_cagr_5yr: INSUFFICIENT
[ADANIPOWER | 2016-03] eps_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2017-03] interest_coverage_ratio: ICR < 1.5 (value=0.39): at risk of not covering interest
[ADANIPOWER | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[ADANIPOWER | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2017-03] pat_cagr_3yr: BOTH_NEGATIVE
[ADANIPOWER | 2017-03] pat_cagr_5yr: INSUFFICIENT
[ADANIPOWER | 2017-03] pat_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2017-03] eps_cagr_3yr: BOTH_NEGATIVE
[ADANIPOWER | 2017-03] eps_cagr_5yr: INSUFFICIENT
[ADANIPOWER | 2017-03] eps_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2018-03] interest_coverage_ratio: ICR < 1.5 (value=1.11): at risk of not covering interest
[ADANIPOWER | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2018-03] pat_cagr_3yr: BOTH_NEGATIVE
[ADANIPOWER | 2018-03] pat_cagr_5yr: BOTH_NEGATIVE
[ADANIPOWER | 2018-03] pat_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2018-03] eps_cagr_3yr: BOTH_NEGATIVE
[ADANIPOWER | 2018-03] eps_cagr_5yr: BOTH_NEGATIVE
[ADANIPOWER | 2018-03] eps_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2019-03] interest_coverage_ratio: ICR < 1.5 (value=1.31): at risk of not covering interest
[ADANIPOWER | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2019-03] pat_cagr_3yr: DECLINE_TO_LOSS
[ADANIPOWER | 2019-03] pat_cagr_5yr: BOTH_NEGATIVE
[ADANIPOWER | 2019-03] pat_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2019-03] eps_cagr_3yr: DECLINE_TO_LOSS
[ADANIPOWER | 2019-03] eps_cagr_5yr: BOTH_NEGATIVE
[ADANIPOWER | 2019-03] eps_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2020-03] interest_coverage_ratio: ICR < 1.5 (value=1.14): at risk of not covering interest
[ADANIPOWER | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2020-03] pat_cagr_3yr: BOTH_NEGATIVE
[ADANIPOWER | 2020-03] pat_cagr_5yr: BOTH_NEGATIVE
[ADANIPOWER | 2020-03] pat_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2020-03] eps_cagr_3yr: BOTH_NEGATIVE
[ADANIPOWER | 2020-03] eps_cagr_5yr: BOTH_NEGATIVE
[ADANIPOWER | 2020-03] eps_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2021-03] pat_cagr_3yr: TURNAROUND
[ADANIPOWER | 2021-03] pat_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2021-03] eps_cagr_3yr: TURNAROUND
[ADANIPOWER | 2021-03] eps_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2022-03] pat_cagr_3yr: TURNAROUND
[ADANIPOWER | 2022-03] pat_cagr_5yr: TURNAROUND
[ADANIPOWER | 2022-03] pat_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2022-03] eps_cagr_3yr: TURNAROUND
[ADANIPOWER | 2022-03] eps_cagr_5yr: TURNAROUND
[ADANIPOWER | 2022-03] eps_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2023-03] pat_cagr_3yr: TURNAROUND
[ADANIPOWER | 2023-03] pat_cagr_5yr: TURNAROUND
[ADANIPOWER | 2023-03] pat_cagr_10yr: TURNAROUND
[ADANIPOWER | 2023-03] eps_cagr_3yr: TURNAROUND
[ADANIPOWER | 2023-03] eps_cagr_5yr: TURNAROUND
[ADANIPOWER | 2023-03] eps_cagr_10yr: TURNAROUND
[ADANIPOWER | 2024-03] pat_cagr_5yr: TURNAROUND
[ADANIPOWER | 2024-03] pat_cagr_10yr: TURNAROUND
[ADANIPOWER | 2024-03] eps_cagr_5yr: TURNAROUND
[ADANIPOWER | 2024-03] eps_cagr_10yr: TURNAROUND
[ADANIPOWER | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[ADANIPOWER | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[ADANIPOWER | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2024-09] pat_cagr_3yr: INSUFFICIENT
[ADANIPOWER | 2024-09] pat_cagr_5yr: INSUFFICIENT
[ADANIPOWER | 2024-09] pat_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2024-09] eps_cagr_3yr: INSUFFICIENT
[ADANIPOWER | 2024-09] eps_cagr_5yr: INSUFFICIENT
[ADANIPOWER | 2024-09] eps_cagr_10yr: INSUFFICIENT
[ADANIPOWER | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[AMBUJACEM | 2012-12] revenue_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2012-12] revenue_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2012-12] revenue_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2012-12] pat_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2012-12] pat_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2012-12] pat_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2012-12] eps_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2012-12] eps_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2012-12] eps_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2013-12] revenue_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2013-12] revenue_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2013-12] revenue_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2013-12] pat_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2013-12] pat_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2013-12] pat_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2013-12] eps_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2013-12] eps_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2013-12] eps_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2014-12] revenue_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2014-12] revenue_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2014-12] revenue_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2014-12] pat_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2014-12] pat_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2014-12] pat_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2014-12] eps_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2014-12] eps_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2014-12] eps_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2015-12] revenue_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2015-12] revenue_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2015-12] pat_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2015-12] pat_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2015-12] eps_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2015-12] eps_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2016-12] revenue_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2016-12] revenue_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2016-12] pat_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2016-12] pat_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2016-12] eps_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2016-12] eps_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2017-12] revenue_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2017-12] pat_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2017-12] eps_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2018-12] revenue_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2018-12] pat_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2018-12] eps_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2019-12] revenue_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2019-12] pat_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2019-12] eps_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2020-12] revenue_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2020-12] pat_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2020-12] eps_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2021-12] revenue_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2021-12] pat_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2021-12] eps_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2023-03] revenue_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2023-03] revenue_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2023-03] revenue_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2023-03] pat_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2023-03] pat_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2023-03] pat_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2023-03] eps_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2023-03] eps_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2023-03] eps_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2024-09] pat_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2024-09] pat_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2024-09] pat_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2024-09] eps_cagr_3yr: INSUFFICIENT
[AMBUJACEM | 2024-09] eps_cagr_5yr: INSUFFICIENT
[AMBUJACEM | 2024-09] eps_cagr_10yr: INSUFFICIENT
[AMBUJACEM | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[APOLLOHOSP | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[APOLLOHOSP | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2013-03] pat_cagr_3yr: INSUFFICIENT
[APOLLOHOSP | 2013-03] pat_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2013-03] pat_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2013-03] eps_cagr_3yr: INSUFFICIENT
[APOLLOHOSP | 2013-03] eps_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2013-03] eps_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[APOLLOHOSP | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2014-03] pat_cagr_3yr: INSUFFICIENT
[APOLLOHOSP | 2014-03] pat_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2014-03] pat_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2014-03] eps_cagr_3yr: INSUFFICIENT
[APOLLOHOSP | 2014-03] eps_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2014-03] eps_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[APOLLOHOSP | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2015-03] pat_cagr_3yr: INSUFFICIENT
[APOLLOHOSP | 2015-03] pat_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2015-03] pat_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2015-03] eps_cagr_3yr: INSUFFICIENT
[APOLLOHOSP | 2015-03] eps_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2015-03] eps_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2016-03] pat_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2016-03] pat_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2016-03] eps_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2016-03] eps_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2017-03] pat_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2017-03] pat_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2017-03] eps_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2017-03] eps_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2018-03] pat_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2018-03] eps_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2019-03] pat_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2019-03] eps_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2020-03] pat_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2020-03] eps_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2021-03] pat_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2021-03] eps_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2022-03] pat_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2022-03] eps_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[APOLLOHOSP | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2024-09] pat_cagr_3yr: INSUFFICIENT
[APOLLOHOSP | 2024-09] pat_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2024-09] pat_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2024-09] eps_cagr_3yr: INSUFFICIENT
[APOLLOHOSP | 2024-09] eps_cagr_5yr: INSUFFICIENT
[APOLLOHOSP | 2024-09] eps_cagr_10yr: INSUFFICIENT
[APOLLOHOSP | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[ASIANPAINT | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[ASIANPAINT | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2013-03] pat_cagr_3yr: INSUFFICIENT
[ASIANPAINT | 2013-03] pat_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2013-03] pat_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2013-03] eps_cagr_3yr: INSUFFICIENT
[ASIANPAINT | 2013-03] eps_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2013-03] eps_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[ASIANPAINT | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2014-03] pat_cagr_3yr: INSUFFICIENT
[ASIANPAINT | 2014-03] pat_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2014-03] pat_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2014-03] eps_cagr_3yr: INSUFFICIENT
[ASIANPAINT | 2014-03] eps_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2014-03] eps_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2015-03] revenue_cagr_3yr: INSUFFICIENT
[ASIANPAINT | 2015-03] revenue_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2015-03] revenue_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2015-03] pat_cagr_3yr: INSUFFICIENT
[ASIANPAINT | 2015-03] pat_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2015-03] pat_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2015-03] eps_cagr_3yr: INSUFFICIENT
[ASIANPAINT | 2015-03] eps_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2015-03] eps_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2016-03] revenue_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2016-03] revenue_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2016-03] pat_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2016-03] pat_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2016-03] eps_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2016-03] eps_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2017-03] revenue_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2017-03] revenue_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2017-03] pat_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2017-03] pat_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2017-03] eps_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2017-03] eps_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2018-03] pat_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2018-03] eps_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2019-03] pat_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2019-03] eps_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2020-03] pat_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2020-03] eps_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2021-03] pat_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2021-03] eps_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2022-03] pat_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2022-03] eps_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[ASIANPAINT | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2024-09] pat_cagr_3yr: INSUFFICIENT
[ASIANPAINT | 2024-09] pat_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2024-09] pat_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2024-09] eps_cagr_3yr: INSUFFICIENT
[ASIANPAINT | 2024-09] eps_cagr_5yr: INSUFFICIENT
[ASIANPAINT | 2024-09] eps_cagr_10yr: INSUFFICIENT
[ASIANPAINT | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[ATGL | 2018-03] revenue_cagr_3yr: INSUFFICIENT
[ATGL | 2018-03] revenue_cagr_5yr: INSUFFICIENT
[ATGL | 2018-03] revenue_cagr_10yr: INSUFFICIENT
[ATGL | 2018-03] pat_cagr_3yr: INSUFFICIENT
[ATGL | 2018-03] pat_cagr_5yr: INSUFFICIENT
[ATGL | 2018-03] pat_cagr_10yr: INSUFFICIENT
[ATGL | 2018-03] eps_cagr_3yr: INSUFFICIENT
[ATGL | 2018-03] eps_cagr_5yr: INSUFFICIENT
[ATGL | 2018-03] eps_cagr_10yr: INSUFFICIENT
[ATGL | 2018-03] capital_allocation_pattern: no cash flow statement for this year
[ATGL | 2019-03] revenue_cagr_3yr: INSUFFICIENT
[ATGL | 2019-03] revenue_cagr_5yr: INSUFFICIENT
[ATGL | 2019-03] revenue_cagr_10yr: INSUFFICIENT
[ATGL | 2019-03] pat_cagr_3yr: INSUFFICIENT
[ATGL | 2019-03] pat_cagr_5yr: INSUFFICIENT
[ATGL | 2019-03] pat_cagr_10yr: INSUFFICIENT
[ATGL | 2019-03] eps_cagr_3yr: INSUFFICIENT
[ATGL | 2019-03] eps_cagr_5yr: INSUFFICIENT
[ATGL | 2019-03] eps_cagr_10yr: INSUFFICIENT
[ATGL | 2019-03] capital_allocation_pattern: no cash flow statement for this year
[ATGL | 2020-03] revenue_cagr_3yr: INSUFFICIENT
[ATGL | 2020-03] revenue_cagr_5yr: INSUFFICIENT
[ATGL | 2020-03] revenue_cagr_10yr: INSUFFICIENT
[ATGL | 2020-03] pat_cagr_3yr: INSUFFICIENT
[ATGL | 2020-03] pat_cagr_5yr: INSUFFICIENT
[ATGL | 2020-03] pat_cagr_10yr: INSUFFICIENT
[ATGL | 2020-03] eps_cagr_3yr: INSUFFICIENT
[ATGL | 2020-03] eps_cagr_5yr: INSUFFICIENT
[ATGL | 2020-03] eps_cagr_10yr: INSUFFICIENT
[ATGL | 2020-03] capital_allocation_pattern: no cash flow statement for this year
[ATGL | 2021-03] revenue_cagr_5yr: INSUFFICIENT
[ATGL | 2021-03] revenue_cagr_10yr: INSUFFICIENT
[ATGL | 2021-03] pat_cagr_5yr: INSUFFICIENT
[ATGL | 2021-03] pat_cagr_10yr: INSUFFICIENT
[ATGL | 2021-03] eps_cagr_5yr: INSUFFICIENT
[ATGL | 2021-03] eps_cagr_10yr: INSUFFICIENT
[ATGL | 2021-03] capital_allocation_pattern: no cash flow statement for this year
[ATGL | 2022-03] revenue_cagr_5yr: INSUFFICIENT
[ATGL | 2022-03] revenue_cagr_10yr: INSUFFICIENT
[ATGL | 2022-03] pat_cagr_5yr: INSUFFICIENT
[ATGL | 2022-03] pat_cagr_10yr: INSUFFICIENT
[ATGL | 2022-03] eps_cagr_5yr: INSUFFICIENT
[ATGL | 2022-03] eps_cagr_10yr: INSUFFICIENT
[ATGL | 2022-03] capital_allocation_pattern: no cash flow statement for this year
[ATGL | 2023-03] revenue_cagr_10yr: INSUFFICIENT
[ATGL | 2023-03] pat_cagr_10yr: INSUFFICIENT
[ATGL | 2023-03] eps_cagr_10yr: INSUFFICIENT
[ATGL | 2023-03] capital_allocation_pattern: no cash flow statement for this year
[ATGL | 2024-03] revenue_cagr_10yr: INSUFFICIENT
[ATGL | 2024-03] pat_cagr_10yr: INSUFFICIENT
[ATGL | 2024-03] eps_cagr_10yr: INSUFFICIENT
[ATGL | 2024-03] capital_allocation_pattern: no cash flow statement for this year
[ATGL | 2024-09] revenue_cagr_3yr: INSUFFICIENT
[ATGL | 2024-09] revenue_cagr_5yr: INSUFFICIENT
[ATGL | 2024-09] revenue_cagr_10yr: INSUFFICIENT
[ATGL | 2024-09] pat_cagr_3yr: INSUFFICIENT
[ATGL | 2024-09] pat_cagr_5yr: INSUFFICIENT
[ATGL | 2024-09] pat_cagr_10yr: INSUFFICIENT
[ATGL | 2024-09] eps_cagr_3yr: INSUFFICIENT
[ATGL | 2024-09] eps_cagr_5yr: INSUFFICIENT
[ATGL | 2024-09] eps_cagr_10yr: INSUFFICIENT
[ATGL | 2024-09] capital_allocation_pattern: no cash flow statement for this year
[AXISBANK | 2013-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=30.58161350844278, source=1353.0
[AXISBANK | 2013-03] interest_coverage_ratio: ICR < 1.5 (value=1.27): at risk of not covering interest
[AXISBANK | 2013-03] revenue_cagr_3yr: INSUFFICIENT
[AXISBANK | 2013-03] revenue_cagr_5yr: INSUFFICIENT
[AXISBANK | 2013-03] revenue_cagr_10yr: INSUFFICIENT
[AXISBANK | 2013-03] pat_cagr_3yr: INSUFFICIENT
[AXISBANK | 2013-03] pat_cagr_5yr: INSUFFICIENT
[AXISBANK | 2013-03] pat_cagr_10yr: INSUFFICIENT
[AXISBANK | 2013-03] eps_cagr_3yr: INSUFFICIENT
[AXISBANK | 2013-03] eps_cagr_5yr: INSUFFICIENT
[AXISBANK | 2013-03] eps_cagr_10yr: INSUFFICIENT
[AXISBANK | 2014-03] operating_profit_margin_pct: cross-check mismatch vs source opm_percentage (>1pp): computed=31.474168597630626, source=2307.0
[AXISBANK | 2014-03] interest_coverage_ratio: ICR < 1.5 (value=1.30): at risk of not covering interest
[AXISBANK | 2014-03] revenue_cagr_3yr: INSUFFICIENT
[AXISBANK | 2014-03] revenue_cagr_5yr: INSUFFICIENT
[AXISBANK | 2014-03] revenue_cagr_10yr: INSUFFICIENT
[AXISBANK | 2014-03] pat_cagr_3yr: INSUFFICIENT
[AXISBANK | 2014-03] pat_cagr_5yr: INSUFFICIENT
[AXISBANK | 2014-03] pat_cagr_10yr: INSUFFICIENT
